index,accuracy
0,26.6333332739936
1,44.03333332316081
2,27.25555556233724
3,28.04444441562229
4,31.48888883633084
5,38.74444440714518
6,39.86666661919488
7,39.54444435967339
8,41.455555575900604
9,27.955555516560874
10,0.8333333312140571
11,30.166666602240667
12,0.83333333184984
13,38.21111113823785
14,38.87777772691515
15,13.177777753194173
16,43.32222212727864
17,36.4111110941569
18,38.011111117892796
19,29.799999920315212
20,34.233333343505855
21,42.53333327568902
22,36.155555541992186
23,36.322222184922964
24,26.89999995252821
25,28.299999955919052
26,38.29999993218316
27,35.844444432576495
28,27.044444446139867
29,30.21111109585232
30,38.58888887871637
31,36.44444443596734
32,41.89999992540148
33,42.322222184922964
34,38.188888834635414
35,38.02222223578559
36,37.144444400363504
37,34.42222221544054
38,35.288888851589626
39,33.633333304511176
40,15.433333299424914
41,32.38888880242242
42,44.33333327568902
43,38.855555579291455
44,17.888888865152992
45,33.61111109924317
46,38.08888883124457
47,36.555555531819664
48,28.511111119588218
49,37.24444433254666
50,44.766666595458986
51,30.17777776760525
52,43.67777767944336
53,11.13333332655165
54,39.12222214423286
55,28.322222227308487
56,43.188888753255206
57,16.04444440375434
58,13.82222220272488
59,32.85555551147461
60,34.188888849894205
61,31.211111055162217
62,40.688888909233945
63,42.62222220187717
64,40.866666561550566
65,45.533333248562286
66,15.399999996609159
67,43.188888861762145
68,39.411111005995004
69,44.10000003729926
70,39.37777763875326
71,36.47777769639757
72,28.08888887023926
73,32.76666664632162
74,0.8333333320617676
75,14.75555554453532
76,28.399999955919053
77,44.45555544704862
78,38.86666657511393
79,39.02222219848633
80,43.32222218153212
81,46.4444444003635
82,32.12222218322754
83,24.533333307902016
84,37.2888888414171
85,38.31111105007596
86,41.84444434950087
87,22.71111107381185
88,32.033333224826386
89,40.1111111178928
90,37.65555548095703
91,36.688888824462886
92,38.88888888549805
93,36.57777773708768
94,29.65555546400282
95,13.811111089070637
96,34.98888881259494
97,32.1777777150472
98,32.84444440884061
99,43.98888881089952
100,39.0777776828342
101,33.911111102634
102,42.74444444783529
103,40.69999993218316
104,0.83333333184984
105,0.8333333326975505
106,15.49999998050266
107,31.333333267211913
108,0.8333333326975505
109,45.277777784559454
110,35.43333327738444
111,44.91111108737522
112,39.92222215779622
113,28.599999962700736
114,34.077777715047205
115,35.27777767266168
116,41.766666649712455
117,40.199999894883895
118,19.377777740478514
119,43.533333309597445
120,0.8333333324856228
121,39.499999962700734
122,36.08888878038194
123,22.322222181532123
124,39.73333320787218
125,36.29999994574653
126,25.15555551317003
127,32.11111109754774
128,40.77777769978841
129,45.45555550130208
130,40.25555551486545
131,22.488888844807942
132,39.32222211032444
133,43.72222214423285
134,38.36666661241319
135,38.966666653103296
136,35.11111106533475
137,43.34444438680013
138,41.02222215101454
139,37.022222127278646
140,41.18888881429036
141,38.3777777472602
142,42.21111113823785
143,39.04444436984591
144,29.53333329264323
145,33.13333326212565
146,27.399999940660265
147,41.93333323160807
148,40.59999994235569
149,36.08888883124458
150,32.17777772521973
151,21.866666647169325
152,42.33333328925239
153,44.83333334350586
154,37.799999935574
155,31.41111110941569
156,30.566666615804035
157,9.32222220102946
158,41.11111102634006
159,33.4666666293674
160,26.69999990166558
161,36.49999992540148
162,39.05555558946398
163,24.788888839721682
164,41.21111099582248
165,41.699999901665585
166,32.555555489434134
167,33.799999915228945
168,45.89999997287327
169,30.54444441731771
170,32.5888887769911
171,41.34444438680013
172,0.8333333320617676
173,19.144444391038686
174,41.0888888821072
175,29.166666600545245
176,31.3111110941569
177,30.544444446139867
178,41.333333258734804
179,38.177777726915146
180,43.977777730305995
181,34.73333331129286
182,0.8333333320617675
183,26.144444412231447
184,29.9666666531033
185,34.24444438680013
186,27.822222162882486
187,34.01111110772027
188,33.85555553351508
189,43.54444445800781
190,35.45555546061198
191,38.09999994574653
192,39.055555582682295
193,21.37777776590983
194,39.79999990505642
195,33.63333325534396
196,28.399999974568683
197,37.69999996609158
198,39.59999994913736
199,21.111111072116426
200,26.699999952528213
201,28.411111060248484
202,41.344444396972655
203,45.344444420708555
204,41.11111103990343
205,39.95555551825629
206,39.71111100260416
207,38.833333299424915
208,21.033333314683702
209,38.188888902452256
210,16.044444412231446
211,41.844444363064234
212,44.77777770996094
213,38.122222103542754
214,42.94444434950088
215,15.755555534362793
216,19.711111090766057
217,37.411111114501956
218,38.23333328077528
219,42.49999990505643
220,32.01111105685764
221,36.78888879394532
222,31.933333328247073
223,13.355555548350017
224,42.399999925401474
225,0.83333333184984
226,29.85555551147461
227,40.3777777879503
228,41.47777764892578
229,27.2888888414171
230,33.86666662936741
231,28.699999979654947
232,13.88888887702094
233,0.8333333324856228
234,36.33333333672417
235,44.07777767944336
236,32.26666660054525
237,40.688888824462886
238,39.82222220865885
239,11.966666643778483
240,20.7666666531033
241,38.244444342719184
242,41.4555555352105
243,28.344444390190972
244,44.96666664293077
245,26.711111090766057
246,39.45555549791124
247,22.34444442749023
248,42.62222217135959
249,43.57777770317926
250,43.75555552503798
251,26.64444439697266
252,42.45555549112956
253,34.05555542331272
254,36.03333327907986
255,33.09999991522895
256,43.07777780151367
257,30.366666595458984
258,43.73333327568903
259,34.63333333333333
260,25.05555557590061
261,42.67777771335178
262,22.166666627671983
263,38.899999906751844
264,39.42222222561307
265,45.33333323160807
266,17.111111065334743
