index,accuracy
0,52.913333294677734
1,70.29333326822916
2,54.866666630045565
3,58.30666661783854
4,60.13999998168945
5,66.30000002034505
6,68.36000001017253
7,67.51333332926431
8,68.31333330078125
9,58.093333312988285
10,0.9999999992370605
11,67.6066666422526
12,0.9999999998728434
13,67.49999999186197
14,67.26666668904623
15,32.42666665649414
16,69.23999998372396
17,64.21333333333334
18,64.92666662801106
19,62.159999957275396
20,64.15333331095377
21,69.39999994303385
22,63.513333276367185
23,62.85999996744791
24,54.999999991861976
25,58.40666664428711
26,66.01333332722982
27,64.78666664632162
28,53.426666636149086
29,61.55999996337891
30,67.53333326009114
31,65.18666660563152
32,68.36666669514973
33,68.39999996744793
34,67.45999998779297
35,66.68666663411459
36,65.27333334350585
37,64.9333332763672
38,68.19333329264323
39,63.826666687011716
40,46.60666664835612
41,61.859999997965495
42,70.42666658121745
43,67.24666665445964
44,47.459999983723954
45,64.15333331705729
46,65.64000002034504
47,65.88666664632161
48,57.5399999593099
49,65.65999997762044
50,69.75999990234375
51,61.926666648356125
52,69.90666663004556
53,10.859999993896485
54,65.96666662801107
55,58.30666664021809
56,69.67999996337892
57,46.866666650390634
58,34.00666665344238
59,62.37333332316081
60,64.43999996948243
61,63.09333330078125
62,68.0399999267578
63,68.41333333740234
64,69.17333334960938
65,70.71999998372395
66,46.766666650390626
67,68.99999997558594
68,66.8999999633789
69,71.01999997151692
70,66.76000002848308
71,63.71333334554037
72,58.01999996948242
73,61.75999996948243
74,0.9999999996185304
75,44.713333302815755
76,56.846666644287104
77,69.54666665039063
78,66.96666664428712
79,67.47999995117188
80,69.08666662190755
81,72.29999993896485
82,66.31333335367837
83,52.23333333536783
84,65.60666659749349
85,66.45999997151694
86,69.19333332519531
87,44.133333296712244
88,62.6066666402181
89,67.01999997762043
90,65.9333332845052
91,64.68666667277017
92,66.78666662597657
93,65.91999997558592
94,57.93999996744791
95,39.37999998982747
96,63.83999998982747
97,62.213333302815755
98,63.65333330688477
99,70.40000002848308
100,67.85333323160808
101,59.986666650390625
102,68.8399999593099
103,68.81333332722981
104,0.9999999997456869
105,0.9999999997456869
106,47.08666664632161
107,60.593333284505206
108,0.9999999994913736
109,69.86666669514973
110,65.63333331095377
111,70.59333332926433
112,67.09999996948243
113,56.5133333190918
114,64.41999999186199
115,63.693333321126296
116,68.35333329671225
117,68.43333330688476
118,49.34666665852865
119,69.06666661783855
120,0.9999999996185304
121,67.9199999593099
122,65.56666663004557
123,52.939999987792966
124,67.0666666422526
125,65.14666662394207
126,51.15333331298828
127,61.90666662597656
128,68.53333332926432
129,70.47333333333333
130,67.48666662597655
131,57.33333328043619
132,67.41333328043619
133,70.06666660563151
134,65.61333334147135
135,66.99333333740233
136,68.17333334147135
137,69.61333330485026
138,70.90666666666667
139,65.32666664632161
140,67.65999998168945
141,65.3933333211263
142,68.96000004882812
143,67.3799999633789
144,56.479999977620444
145,64.16000001831055
146,55.879999969482434
147,69.64666661376953
148,67.86666667073568
149,65.67333333333333
150,62.59333330078125
151,44.23999998575846
152,68.63333330891928
153,70.2799999593099
154,63.686666609700524
155,57.006666644287115
156,56.660000022379556
157,10.32666666056315
158,69.34666660563151
159,64.3733333190918
160,55.02666662597657
161,65.89333330485026
162,66.9733333618164
163,57.12000000610352
164,68.13333329264323
165,69.12666664428711
166,61.82666666870117
167,63.88666663208008
168,72.03333332519531
169,61.899999981689454
170,61.393333335367835
171,69.66000002034505
172,0.9999999994913736
173,55.12666661376954
174,67.87999997558593
175,61.47333334960938
176,62.459999945068354
177,59.71333332926432
178,67.22666665445963
179,66.97999997558594
180,69.17999995524089
181,63.81333329060872
182,0.999999999364217
183,54.54666666463216
184,65.04666665039063
185,64.13333333333333
186,58.139999989827466
187,62.553333288574215
188,61.12666663614908
189,69.56666664632162
190,64.93333329264324
191,65.6066666015625
192,67.4266666788737
193,60.13333330485026
194,67.27333330078125
195,63.986666650390625
196,58.533333308919275
197,66.49999998575846
198,67.10000002441406
199,49.72666666056315
200,58.946666634114585
201,58.21333330688477
202,68.60666665852864
203,70.66666667480469
204,67.55999998168944
205,67.16666664835611
206,67.1533333211263
207,66.00666666259765
208,41.759999955240886
209,66.6666666015625
210,46.14666664428711
211,69.57333334960937
212,69.90666665852865
213,67.27999996134439
214,69.42666661783853
215,46.35333332112631
216,53.626666652425136
217,66.19333324788413
218,66.25333331502279
219,69.27999996744792
220,57.52666662597656
221,65.23999997151692
222,61.69333330485026
223,39.179999975585936
224,69.23999993082683
225,0.9999999988555907
226,58.986666656494144
227,68.96666663004557
228,68.43999998372395
229,59.34666663614909
230,64.53333327229818
231,55.47333329467773
232,38.333333318074544
233,0.9999999996185304
234,64.55999997151693
235,69.36666655273439
236,61.87333329671224
237,68.83999992675781
238,68.47333325195314
239,10.78666666768392
240,50.55333331502279
241,67.2999999593099
242,69.2533333211263
243,58.19333329671224
244,70.92666667480468
245,55.48666665445963
246,67.45333327229817
247,49.5133333190918
248,69.69333324788413
249,68.83333330485026
250,69.97333333333334
251,57.3066666422526
252,69.0866666788737
253,64.68666668701172
254,64.5933333251953
255,62.566666646321615
256,68.8266666788737
257,61.566666684977214
258,69.96000000406902
259,63.446666589355466
260,54.88666663208008
261,69.69333328247069
262,55.49999997355144
263,67.29333328450521
264,67.22666664225261
265,71.87333323974609
266,58.09333327026368
267,67.81333331298828
268,69.07333326009115
269,67.34666665852865
270,61.513333282470704
271,54.27999997355143
272,65.4933332845052
273,67.38666663411458
274,69.99999996541341
275,58.37333329060872
276,54.113333282470705
277,69.32666664225262
278,57.71333330891927
279,65.46000003255209
280,49.9666666422526
281,68.55333328857422
282,66.37333332722982
283,68.3866666829427
284,62.13999997558594
285,69.18666667073568
286,57.706666619873054
287,66.98666667683919
288,67.82666663208008
289,63.99333329467774
290,63.159999945068364
291,66.7133333577474
292,66.71333330485025
293,70.22666659342448
294,67.6399999226888
295,70.68666662394206
296,63.786666617838534
297,10.326666658528644
298,62.03999998982747
299,65.57999998575846
300,65.57333332316081
301,69.7533332478841
302,49.106666630045574
303,64.90666665039063
304,60.153333317057296
305,49.53333331705729
306,44.83999997151693
307,68.15999995117187
308,67.44000001627604
309,62.73333333536784
310,67.17333334960938
311,62.87333332316081
312,62.67999997151693
313,46.65333330688477
314,67.50666669514973
315,58.313333339436845
316,68.2266666829427
317,58.306666668701176
318,68.51999999593099
319,54.233333310953775
320,64.84000000203451
321,64.21333334554036
322,70.47999991455077
323,62.42666665445964
324,53.35999996134441
325,66.8466666748047
326,70.06666655273438
327,65.10666665039062
328,67.63999996948242
329,63.57333331298829
330,53.09999997355143
331,55.146666625976565
332,50.16666662597657
333,62.933333315022786
334,46.6466666422526
335,67.00666668294271
336,65.4599999633789
337,61.459999979654945
338,66.36666661783853
339,64.70000001220704
340,64.45333329264322
341,51.49999997558594
342,63.77333334757487
343,54.01999998168946
344,63.8333333190918
345,34.273333309936525
346,61.87333333129883
347,62.509999981689454
348,60.41999998168946
349,57.62999996337891
350,69.2099999206543
351,69.60999998779297
352,70.68999996948241
353,54.7899999420166
354,63.939999990844726
355,69.85999995117189
356,68.3399999633789
357,56.18666665242514
358,67.82000001831054
359,63.00999996643067
360,69.35333332519531
361,69.5799999633789
362,68.4599999206543
363,56.35333332519531
364,50.53999997558594
365,32.413333320109054
366,66.77000002441406
367,65.97999994506836
368,64.10000003051758
369,64.58999996032715
370,68.66999987792968
371,65.26999998168947
372,69.05999993896484
373,68.33999996948242
374,70.21999992065429
375,64.43999991455078
376,61.18999997253418
377,67.00000001525879
378,70.69999989013672
379,59.30999996337891
380,67.26666662597657
381,68.63999990234376
382,69.60000000610351
383,60.789999978637695
384,67.4699999938965
385,70.0100000366211
386,59.18999996643066
387,54.54666661783855
388,68.04000000610351
389,67.6399999206543
390,46.693333292643224
391,68.0733332804362
392,67.85999995930989
393,66.04666662190755
394,65.80000002644857
395,64.2933333251953
396,48.873333310953775
397,68.95999997151692
398,68.90666667073567
399,66.99999992268881
400,67.58666661376954
401,58.619999945068365
402,67.79999999593099
403,67.99333331298828
404,67.36666666259767
405,64.51999997762044
406,66.3266666442871
407,46.8333333190918
408,62.41999996134441
409,65.27333326009115
410,69.16666661376954
411,69.34666661783855
412,68.58666665039063
413,68.88666666259765
414,55.80666662190756
415,61.886666656494135
416,67.03333330078125
417,46.33333333943685
418,69.3266666829427
419,58.58666663411458
420,56.00666663208008
421,65.6933332824707
422,68.87999997151694
423,51.95333332519531
424,62.22000001831055
425,69.53333332926432
426,0.9999999992370605
427,61.01999997151692
428,69.41999999186197
429,64.7466666788737
430,68.83999995930988
431,67.62666663411459
432,11.493333326721192
433,61.8999999593099
434,56.006666648356116
435,70.41333332519531
436,64.68000001017252
437,46.826666628011075
438,65.49333334350587
439,70.65999991861979
440,70.40666669921875
441,0.9999999994913736
442,46.74666665445964
443,67.03999990234375
444,67.96666664021811
445,64.54000002034505
446,70.05333327433267
447,62.28666661580403
448,67.74666666666667
449,52.79333329264323
450,67.42666662190754
451,65.38666666463216
452,56.42666663411458
453,67.59333328857423
454,68.24666657714845
455,69.17333335367839
456,66.31333328450522
457,58.78666665039063
458,69.09999995320639
459,67.05333326212565
460,68.02666658528646
461,67.14666666666666
462,62.99999999389649
463,65.69999995117188
464,57.83333329671223
465,39.70666662190755
466,69.79999997965494
467,44.153333308919265
468,53.19999997355143
469,67.19999997762044
470,67.33333332519531
471,67.43999997558593
472,67.4866666422526
473,64.4266666788737
474,56.65999995320638
475,55.45333329671224
476,65.79999997355144
477,57.379999961344396
478,67.8199999226888
479,66.9866666015625
480,68.79333329264323
481,53.973333310953784
482,58.31999998779296
483,64.2466666381836
484,66.54666668701172
485,67.59333325602213
486,67.32666662394206
487,70.13333330485027
488,67.21333329671224
489,63.29999999593099
490,69.42666666870117
491,70.51333323974609
492,66.96000001220703
493,64.8199999593099
494,50.69333329060873
495,67.57999997965494
496,66.54666661783854
497,70.08666656494141
498,11.513333323669434
499,65.2333333231608
500,66.67333333333333
501,50.433333321126305
502,51.99333329467773
503,66.80666665039062
504,65.0733333211263
505,64.63999997355144
506,69.02666668294272
507,66.76666664835612
508,67.52000000813801
509,67.25333327229818
510,68.35999999186198
511,63.82666662190755
512,57.42000001424154
513,64.88666664225259
514,67.33999998575847
515,67.57333328450521
516,55.65333331298828
517,67.23333331095377
518,68.85999997558594
519,64.43333328450521
520,68.7799999633789
521,31.70666665751139
522,65.30000000813801
523,62.519999983723956
524,68.39333330891928
525,67.51999997151692
526,59.686666625976564
527,68.72000002034504
528,56.51999993489583
529,64.15333326822916
530,44.233333290608726
531,68.84666659342447
532,63.33333329671225
533,62.459999985758465
534,67.02666667480469
535,68.7599999206543
536,67.97999997558594
537,60.75999998372396
538,59.85999999389649
539,69.59333326822916
540,0.9999999988555909
541,70.78666660970053
542,70.70666663411458
543,71.0866666463216
544,64.77333329060872
545,0.9999999996185304
546,57.09333328653972
547,67.89333325602213
548,68.75333330485024
549,65.19999995320639
550,62.1799999613444
551,69.08666659342448
552,0.9999999998728434
553,56.093333272298175
554,66.98666669514974
555,64.41999997965495
556,58.04666666056315
557,57.11333328450521
558,64.59999997151692
559,59.44666665852864
560,67.50666661987304
561,58.60666666056315
562,64.9999999633789
563,67.85333334554036
564,57.09333330078125
565,65.42666667480468
566,51.33999997965495
567,38.0466666422526
568,65.80666664835611
569,43.87999996337891
570,65.11333332519531
571,70.95333325195314
572,70.31333329671223
573,67.09333329264322
574,46.493333317057285
575,68.33999994710287
576,60.43333332519531
577,69.68000000813801
578,66.79333324788412
579,65.16000001017254
580,63.78666661783854
581,68.82666656901041
582,72.8399999226888
583,44.13333331502279
584,55.359999975585936
585,68.59999994303386
586,69.33333325602213
587,70.21333331705729
588,68.17333330281576
589,65.40666668294271
590,67.52666659342448
591,69.02000003458659
592,46.5133333190918
593,68.75999999186199
594,58.433333288574225
595,63.17333330485025
596,66.94666660970053
597,67.48666665039062
598,67.54666665242513
599,57.73999996541341
600,68.45999998779297
601,42.14000000610351
602,67.32666660970052
603,56.25333332316081
604,67.77333330891926
605,54.90666663208007
606,46.78666663411459
607,69.07999996744792
608,62.5866666422526
609,69.95333334554037
610,67.91999999389648
611,68.12
612,47.46666665445963
613,67.38666665242512
614,62.15999994710287
615,68.07333332519532
616,67.87333326416017
617,67.73333329671225
618,67.2533332397461
619,65.08666661783855
620,46.5133333231608
621,66.90000002034505
622,68.61333332112629
623,68.01999996948241
624,38.819999987792976
625,65.3533333597819
626,69.1133333170573
627,62.18000000813802
628,65.48666663411458
629,69.43999993489584
630,67.22666663208008
631,62.973333317057296
632,0.9999999996185304
633,57.133333292643236
634,60.74666663614909
635,46.85333333333333
636,54.813333323160805
637,64.73333331298828
638,65.55333332926433
639,58.006666636149085
640,46.21333333943685
641,67.91333333333334
642,63.29999998575846
643,66.01333333943684
644,67.11999998779295
645,69.51999997151692
646,57.85333332926432
647,69.35999990234374
648,70.79333327229818
649,67.13333330485027
650,64.88666659138997
651,56.6999999593099
652,69.37333326009114
653,65.49333330891928
654,70.64666661376953
655,72.41999998779296
656,65.41333331705728
657,58.2333333190918
658,69.7466666829427
659,58.599999973551434
660,52.67333327636718
661,63.11333331095378
662,64.87333330281575
663,70.35999999593099
664,65.5666666748047
665,66.74666665039062
666,69.24666661173502
667,67.50666664632162
668,62.0333333190918
669,0.9999999997456869
670,62.906666621907554
671,57.459999991861984
672,68.46666662190755
673,59.173333312988284
674,46.9266666422526
675,37.0200000020345
676,57.67333333943685
677,47.05999998779297
678,68.28666660970052
