index,accuracy
0,85.86333333333334
1,93.66000000000001
2,85.74000000000001
3,86.61666666666667
4,88.21666666666668
5,91.08666666666666
6,92.50666666666666
7,91.99000000000001
8,92.09666666666665
9,86.44333333333334
10,10.0
11,91.58333333333333
12,10.0
13,91.81666666666666
14,92.01333333333334
15,58.78333333333333
16,93.09666666666668
17,89.43333333333332
18,91.42666666666668
19,88.72000000000001
20,90.07000000000001
21,92.22333333333334
22,89.93333333333332
23,90.19333333333333
24,87.09999999999998
25,86.54
26,90.04666666666667
27,90.26666666666665
28,86.33666666666666
29,88.84666666666668
30,91.93666666666665
31,90.92
32,92.37666666666667
33,91.91000000000001
34,91.62
35,91.39
36,91.08
37,89.68
38,92.23333333333333
39,89.39
40,75.44333333333333
41,88.67
42,93.60333333333334
43,91.73
44,79.64333333333333
45,89.59333333333332
46,91.05333333333333
47,91.06666666666668
48,86.55
49,91.41666666666667
50,93.12666666666667
51,88.36
52,93.28000000000002
53,52.053333333333335
54,91.29
55,86.75666666666666
56,93.39
57,75.95333333333333
58,62.339999999999996
59,88.87
60,89.14999999999999
61,88.78333333333335
62,92.28333333333335
63,92.42333333333333
64,92.71999999999998
65,93.49333333333334
66,75.72666666666667
67,93.36666666666666
68,91.58999999999999
69,93.70666666666666
70,91.98333333333333
71,90.59666666666668
72,86.44333333333333
73,89.50666666666666
74,10.0
75,73.24000000000001
76,87.27333333333333
77,93.25666666666666
78,91.93333333333334
79,91.94
80,92.15999999999998
81,94.3
82,92.14666666666666
83,85.43666666666667
84,91.46999999999998
85,90.98
86,92.40333333333332
87,78.38666666666667
88,88.52333333333333
89,92.02666666666666
90,90.11
91,89.83
92,91.23
93,91.16333333333334
94,87.73
95,68.63666666666666
96,90.15000000000002
97,88.73
98,89.07000000000001
99,93.63666666666667
100,92.12666666666667
101,88.21
102,92.19666666666667
103,92.49
104,10.0
105,10.0
106,75.53666666666668
107,87.63666666666666
108,10.0
109,93.2
110,90.8
111,93.68666666666667
112,91.97666666666667
113,87.33
114,90.23333333333335
115,90.45333333333333
116,92.21999999999998
117,92.32666666666665
118,79.55
119,92.17666666666666
120,10.0
121,91.88
122,89.94
123,83.65
124,92.05666666666667
125,89.89666666666666
126,84.56333333333333
127,88.71999999999998
128,92.27999999999999
129,93.57333333333334
130,92.11666666666667
131,86.46333333333332
132,92.00333333333333
133,93.24666666666667
134,90.06666666666666
135,91.76666666666667
136,92.13666666666667
137,93.18333333333334
138,93.67333333333333
139,90.23333333333335
140,92.08666666666666
141,90.19333333333333
142,92.32666666666665
143,91.12
144,86.75333333333333
145,90.03333333333335
146,86.08666666666666
147,93.06
148,92.13
149,90.17333333333333
150,88.54666666666667
151,77.84333333333332
152,92.12333333333333
153,93.24333333333334
154,91.19
155,87.08
156,87.08
157,51.126666666666665
158,92.70333333333333
159,89.74666666666667
160,86.44333333333334
161,90.93
162,91.79
163,85.83
164,92.53666666666668
165,92.94000000000001
166,88.68666666666667
167,88.75666666666666
168,94.12666666666667
169,88.68333333333334
170,88.77333333333333
171,92.75666666666666
172,10.0
173,86.64999999999999
174,92.18333333333332
175,87.08
176,88.60666666666668
177,87.48
178,91.67
179,91.89666666666666
180,93.24000000000001
181,89.29333333333334
182,10.0
183,85.65666666666668
184,91.41666666666667
185,90.78000000000002
186,86.45333333333333
187,88.85333333333334
188,88.37333333333333
189,93.42999999999999
190,90.26666666666667
191,91.08666666666666
192,92.17666666666666
193,88.45666666666666
194,92.11333333333333
195,89.96999999999998
196,86.53333333333335
197,91.04333333333334
198,92.08
199,80.17
200,86.96666666666665
201,86.42999999999999
202,92.77999999999999
203,93.58333333333333
204,92.35000000000001
205,92.11333333333334
206,91.88333333333333
207,91.47333333333331
208,79.05666666666667
209,91.18666666666667
210,75.70666666666666
211,92.73333333333333
212,93.14
213,91.90333333333335
214,93.04
215,75.51666666666667
216,81.64
217,91.26666666666667
218,91.12333333333333
219,93.03000000000002
220,87.29
221,91.00666666666666
222,88.89333333333333
223,68.77666666666666
224,92.99
225,10.0
226,87.32
227,92.79
228,92.55333333333333
229,86.93333333333334
230,89.42
231,86.86666666666666
232,69.96333333333332
233,10.0
234,89.68333333333334
235,92.99666666666667
236,88.63999999999999
237,92.53666666666668
238,92.27666666666669
239,52.796666666666674
240,79.79333333333334
241,92.01333333333334
242,92.80333333333333
243,86.43666666666665
244,93.61
245,86.11666666666667
246,91.92
247,84.46666666666665
248,93.08666666666666
249,92.15666666666668
250,93.74333333333334
251,86.64
252,93.04666666666667
253,89.24666666666667
254,89.87333333333333
255,88.91666666666667
256,92.88333333333333
257,88.58666666666666
258,93.64
259,88.88
260,85.94666666666666
261,92.97666666666667
262,83.27666666666666
263,92.10000000000001
264,91.56666666666666
265,93.88
266,85.24
267,91.19333333333333
268,92.41666666666667
269,92.08333333333333
270,88.35333333333331
271,85.52666666666669
272,91.11
273,92.01333333333334
274,93.20333333333333
275,86.32333333333334
276,83.95666666666666
277,92.63333333333333
278,86.56333333333333
279,91.06666666666666
280,79.97666666666667
281,92.45666666666666
282,91.37666666666667
283,92.46666666666665
284,88.79
285,92.82333333333334
286,87.39333333333333
287,91.52666666666669
288,92.64666666666666
289,90.32666666666667
290,88.84666666666665
291,90.11000000000001
292,91.01666666666667
293,93.08333333333333
294,92.09666666666665
295,93.73333333333333
296,89.71333333333332
297,50.78333333333333
298,87.76666666666667
299,90.98666666666666
300,89.47333333333334
301,93.2
302,83.41333333333334
303,89.85000000000001
304,88.37666666666667
305,79.56333333333333
306,73.74
307,92.29333333333334
308,91.64999999999999
309,88.88999999999999
310,92.01999999999998
311,88.83999999999999
312,89.90333333333335
313,75.90666666666667
314,92.01666666666667
315,86.57
316,92.05666666666666
317,87.88333333333333
318,92.98666666666668
319,86.06333333333333
320,89.86333333333334
321,89.54666666666667
322,93.66333333333334
323,88.98333333333333
324,82.73
325,91.68333333333334
326,93.24333333333334
327,90.22333333333334
328,92.37333333333333
329,89.36
330,83.29666666666667
331,87.04333333333334
332,80.07
333,89.55666666666666
334,76.07333333333334
335,91.42666666666666
336,90.97333333333331
337,88.36333333333334
338,90.24000000000001
339,90.70666666666666
340,90.02666666666666
341,81.01
342,88.41666666666667
343,82.32333333333334
344,91.19999999999999
345,62.68666666666667
346,88.91666666666667
347,88.96000000000001
348,86.775
349,87.565
350,92.685
351,92.345
352,93.795
353,84.185
354,89.46000000000001
355,93.045
356,92.72999999999999
357,86.74333333333334
358,91.91499999999999
359,88.565
360,92.98
361,93.255
362,91.785
363,87.45666666666666
364,79.38
365,59.99333333333333
366,91.91499999999999
367,91.485
368,89.03
369,90.83
370,92.12
371,91.27000000000001
372,92.91
373,92.42
374,93.455
375,89.16499999999999
376,88.945
377,92.23
378,93.50999999999999
379,87.305
380,91.93333333333334
381,91.44
382,92.59
383,88.26
384,91.88499999999999
385,93.10499999999999
386,86.53999999999999
387,84.26333333333334
388,92.375
389,92.07
390,75.39333333333333
